iteration,dataset,model,noise_model,Accuracy,Precision,Recall,F1,ROC AUC,Min number of executions,Avg number of executions,Max number of executions,Min number of valids,Max number of valids,Avg number of valids,Min number of invalids,Max number of invalids,Avg number of invalids,Classification time[s],Min time per forward pass[s],Avg time per forward pass[s],Max time per forward pass[s]
16,C,X,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7848018342613823,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,15.723169969998708,0.09841121299905353,0.11470731472789403,0.24246603000210598
17,C,X,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.8021618080576483,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,16.017830112999945,0.09718270199664403,0.11686290062291511,0.2576073060008639
18,C,X,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.8136259416966917,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,15.67239792500186,0.0996636989984836,0.11396177593001323,0.22926039800222497
19,C,X,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.818702915165411,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,16.827934355998877,0.09970500199779053,0.12278306036827608,0.29011671199987177
20,C,X,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.8221421552571241,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,16.386436494001828,0.10390019999977085,0.11955123665811379,0.2762544010001875
21,C,X,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7954471012119227,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,16.635926655999356,0.10843200000090292,0.1213365635787915,0.24200479999853997
22,C,X,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.806583688175565,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,17.91954774599799,0.10910629999852972,0.13071349959631207,0.25712469900099677
23,C,X,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7941369145103178,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,16.72447973599992,0.10714439900038997,0.1212069109561414,0.24522539900135598
24,C,X,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.8188666885031117,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,16.83520335799767,0.10112139999910141,0.12272432426314545,0.2721704989999125
25,C,X,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.8016704880445462,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,15.795595862997288,0.10059330000149203,0.11499185321943578,0.22930659899793682
1,C,Y,None,0.6578947368421053,0.6904761904761905,0.8169014084507042,0.7483870967741936,0.6799868981329841,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.0001462459986215,0.020922097999573452,0.02456115416654875,0.0804822910031362
2,C,Y,None,0.6403508771929824,0.6923076923076923,0.7605633802816901,0.7248322147651006,0.6729446446118572,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.009636664999562,0.02122319900081493,0.024608762324708534,0.04532079899945529
3,C,Y,None,0.631578947368421,0.6790123456790124,0.7746478873239436,0.7236842105263158,0.6644284310514249,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.022055001001718,0.021351799001422478,0.024592301973761846,0.03723539900238393
4,C,Y,None,0.6403508771929824,0.6785714285714286,0.8028169014084507,0.7354838709677419,0.6680314444808385,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.064360240001406,0.021174099001655122,0.024681209403449127,0.03453820000140695
5,C,Y,None,0.6403508771929824,0.6875,0.7746478873239436,0.7284768211920529,0.6775302980674746,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.215033541000594,0.021395299001596868,0.024830969938608304,0.03258029900098336
6,C,Y,None,0.6491228070175439,0.691358024691358,0.7887323943661971,0.7368421052631579,0.6621356043236162,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.194663836999098,0.021154099002160365,0.02505345239478629,0.03687989900208777
7,C,Y,None,0.6403508771929824,0.6875,0.7746478873239436,0.7284768211920529,0.6446118571896494,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.2694334059997345,0.021591700002318248,0.025238979412231282,0.03735619900180609
8,C,Y,None,0.631578947368421,0.6835443037974683,0.7605633802816901,0.72,0.6752374713396659,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.283443308999267,0.021391199999925448,0.026141933868545988,0.16598169800272444
9,C,Y,None,0.6491228070175439,0.691358024691358,0.7887323943661971,0.7368421052631579,0.6731084179495579,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.2898738289986795,0.021525000000110595,0.025125333114071207,0.029799299998558126
10,C,Y,None,0.6228070175438597,0.6707317073170732,0.7746478873239436,0.7189542483660131,0.6572224041925974,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.233240064000711,0.021367100001953077,0.02482122357906248,0.04531960000167601
11,C,Y,None,0.6666666666666666,0.7088607594936709,0.7887323943661971,0.7466666666666667,0.6832623648869964,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.291413300001295,0.021701499998016516,0.025429642964777406,0.03419420000136597
12,C,Y,None,0.6403508771929824,0.6875,0.7746478873239436,0.7284768211920529,0.6732721912872585,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.213440437997633,0.02183080000031623,0.025117642228284047,0.03300590000071679
13,C,Y,None,0.6403508771929824,0.6829268292682927,0.7887323943661971,0.7320261437908496,0.663445791025221,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.242310735000501,0.02132290000008652,0.02514348205273053,0.039149402000475675
14,C,Y,None,0.6228070175438597,0.6794871794871795,0.7464788732394366,0.7114093959731543,0.6644284310514248,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.112360099999933,0.021371201000874862,0.02501065715771626,0.0446738020000339
15,C,Y,None,0.6403508771929824,0.6875,0.7746478873239436,0.7284768211920529,0.6727808712741566,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.22646879199965,0.02147440199769335,0.025158805420927053,0.03433790300186956
16,C,Y,None,0.631578947368421,0.6883116883116883,0.7464788732394366,0.7162162162162162,0.6611529642974123,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.356703276000189,0.02158290199804469,0.025789445622713333,0.04126100299981772
17,C,Y,None,0.631578947368421,0.6746987951807228,0.7887323943661971,0.7272727272727273,0.6724533245987553,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.261247665002884,0.02142230100071174,0.025073607701766344,0.02958870200018282
18,C,Y,None,0.6578947368421053,0.7,0.7887323943661971,0.7417218543046358,0.6799868981329839,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.831297969998559,0.020910899998852983,0.027438801771974174,0.05594140099856304
19,C,Y,None,0.631578947368421,0.6790123456790124,0.7746478873239436,0.7236842105263158,0.6711431378971504,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.656481761001487,0.02220880099775968,0.0275892992018239,0.16732690599747002
20,C,Y,None,0.6403508771929824,0.6829268292682927,0.7887323943661971,0.7320261437908496,0.6693416311824435,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.686653633998503,0.02227399999901536,0.026652820666704588,0.04515990200161468
21,C,Y,None,0.631578947368421,0.6835443037974683,0.7605633802816901,0.72,0.6754012446773665,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.541715238003235,0.023451199998817174,0.026422602745617297,0.042773100998601876
22,C,Y,None,0.6666666666666666,0.6987951807228916,0.8169014084507042,0.7532467532467533,0.6772027513920733,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.558841019999818,0.0226340999979584,0.026417015868374666,0.05189890100155026
23,C,Y,None,0.6403508771929824,0.6875,0.7746478873239436,0.7284768211920529,0.6536193907631836,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.522234618998482,0.02346879999822704,0.02623909742096817,0.04417199999807053
24,C,Y,None,0.6228070175438597,0.6794871794871795,0.7464788732394366,0.7114093959731543,0.6796593514575827,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.7243749070003105,0.023707200001808815,0.026653076368459375,0.037125599999853875
25,C,Y,None,0.6666666666666666,0.6987951807228916,0.8169014084507042,0.7532467532467533,0.6644284310514249,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,7.6863694019994,0.02357500000289292,0.026738322815729413,0.04909929999848828
1,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7307566328201769,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,18.593648959998973,0.10972120100268512,0.12214662298257488,0.25749370099947555
2,C,Y,Basic,0.631578947368421,0.6283185840707964,1.0,0.7717391304347826,0.7071732721912873,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,18.758842521001498,0.1091331009993155,0.1234568631052274,0.24644840100154397
3,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7430396331477236,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,18.050586001001648,0.10652159999881405,0.11877808069271978,0.17617869899913785
4,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7078283655420897,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,18.545083591001458,0.10473890000139363,0.12223430696480807,0.2428308000016841
5,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7502456600065509,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,18.165307666000444,0.09855949999837321,0.11972410238578098,0.2483226990007097
6,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7997052079921388,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,17.489552241000638,0.09781550000116113,0.11518598097350868,0.25895860099990387
7,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7518833933835571,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,17.58988921299897,0.09607599900118657,0.11505586410506415,0.24028980000002775
8,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7661316737635112,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,17.739654807999614,0.09943489899887936,0.11679453266671708,0.23869049900167738
9,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7472977399279398,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,18.29733203899741,0.10574679800265585,0.1202436132016533,0.23932429599881289
10,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7145430723878153,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,19.65203741699952,0.1066175989981275,0.12895314856155382,0.26322189799975604
11,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7484441532918441,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,18.26410730099815,0.10917389899987029,0.12010466621924072,0.24585087200102862
12,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7304290861447756,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,18.034419640000124,0.10653829900184064,0.11859419591226533,0.24816119800016168
13,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7063544055027842,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,17.784384818001854,0.10318709999774,0.11724880121032025,0.2787201979990641
14,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7073370455289879,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,17.788063369000156,0.09760830199957127,0.11599963896463905,0.18722669899943867
15,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7207664592204389,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,17.499865875997784,0.10056790199814714,0.1149244336403698,0.2406426060006197
16,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7497543399934491,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,17.747106016002363,0.09899509999740985,0.11692666503512826,0.2557538000000932
17,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.6778578447428759,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,17.942284348999237,0.10365090000050259,0.11818902399133085,0.287168599999859
18,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7830003275466754,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,18.115560066999024,0.10735570099859615,0.11949680357011266,0.23659528600182966
19,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7304290861447756,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,18.011641501998383,0.1052278990027844,0.11826335326345304,0.17173139399892534
20,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7138879790370128,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,18.082783329002268,0.10460690699983388,0.11885163385979244,0.24734799900033977
21,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7340320995741892,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,17.527020916000765,0.09896600100182695,0.11498409486832092,0.2602872050010774
22,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7459875532263347,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,17.7223019439989,0.09664030099884258,0.11623819458783832,0.25440050500037614
23,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.651817884048477,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,17.46926306500245,0.09827109999969252,0.1149706874824468,0.2737734000002092
24,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.769734687192925,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,17.877349686001253,0.09784059799858369,0.11703505282451244,0.16142409699750715
25,C,Y,Basic,0.6228070175438597,0.6228070175438597,1.0,0.7675675675675676,0.7474615132656404,1024,1024.0,1024,1024,1024,1024.0,0,0,0.0,21.89572300200234,0.10934279299908667,0.1446215436228892,0.4288123890000861
1,C,Z,None,0.7543859649122807,0.7362637362637363,0.9436619718309859,0.8271604938271605,0.8491647559777268,128,128.0,128,1,128,12.62280701754386,0,127,115.37719298245614,3.966989831002138,0.027085688001534436,0.03422406981588753,0.26827778100050637
2,C,Z,None,0.7631578947368421,0.7391304347826086,0.9577464788732394,0.8343558282208589,0.828693088765149,128,128.0,128,1,128,14.12280701754386,0,127,113.87719298245614,3.552738292997674,0.02724248799859197,0.0305264353773645,0.0477978790004272
3,C,Z,None,0.7807017543859649,0.7613636363636364,0.9436619718309859,0.8427672955974843,0.8203406485424173,128,128.0,128,1,128,11.06140350877193,0,127,116.93859649122807,3.598160336998262,0.02720199499890441,0.031036195999899575,0.03929409299962572
4,C,Z,None,0.7631578947368421,0.7391304347826086,0.9577464788732394,0.8343558282208589,0.8770062233868325,128,128.0,128,1,128,11.570175438596491,0,127,116.4298245614035,3.7217850140004884,0.027340594999259338,0.03209770371930126,0.04959409100047196
5,C,Z,None,0.7982456140350878,0.7857142857142857,0.9295774647887324,0.8516129032258064,0.9028824107435309,128,128.0,128,1,128,8.964912280701755,0,127,119.03508771929825,3.8076461769996968,0.027314823000779143,0.03292676784216734,0.06952186000125948
6,C,Z,None,0.7719298245614035,0.7647058823529411,0.9154929577464789,0.8333333333333334,0.8604651162790697,128,128.0,128,1,128,10.5,0,127,117.5,3.665562835001765,0.02708842299762182,0.03164699900889102,0.04373843700159341
7,C,Z,None,0.7894736842105263,0.7764705882352941,0.9295774647887324,0.8461538461538461,0.8558794628234523,128,128.0,128,1,128,11.192982456140351,0,127,116.80701754385964,3.803621576000296,0.02757471400036593,0.03281658985073782,0.07238136199885048
8,C,Z,None,0.8070175438596491,0.7816091954022989,0.9577464788732394,0.8607594936708861,0.8666885031116934,128,128.0,128,1,128,13.140350877192983,0,127,114.85964912280701,3.8664585840015206,0.02750901300169062,0.033288571491012636,0.05190212600064115
9,C,Z,None,0.7368421052631579,0.7303370786516854,0.9154929577464789,0.8125,0.8244349819849328,128,128.0,128,1,128,12.824561403508772,0,127,115.17543859649123,3.974988267997105,0.028658015999099007,0.03418654320168507,0.06913033299861127
10,C,Z,None,0.7105263157894737,0.7065217391304348,0.9154929577464789,0.7975460122699386,0.8342613822469702,128,128.0,128,1,128,14.807017543859649,0,127,113.19298245614036,3.7236926890000177,0.027262415002041962,0.03199442060513161,0.04822792499908246
11,C,Z,None,0.7543859649122807,0.7311827956989247,0.9577464788732394,0.8292682926829268,0.8463806092368162,128,128.0,128,1,128,12.43859649122807,0,127,115.56140350877193,3.906773102000443,0.026763805999507895,0.03365238053508316,0.04699912599971867
12,C,Z,None,0.7631578947368421,0.7340425531914894,0.971830985915493,0.8363636363636363,0.8558794628234524,128,128.0,128,1,128,11.596491228070175,0,127,116.40350877192982,4.120636768999248,0.027844406002259348,0.03553790392974757,0.11125922300197999
13,C,Z,None,0.7719298245614035,0.7586206896551724,0.9295774647887324,0.8354430379746836,0.8765149033737307,128,128.0,128,1,128,12.12280701754386,0,127,115.87719298245614,4.180125689999841,0.027314117000059923,0.03602689700879605,0.18248863800181425
14,C,Z,None,0.7280701754385965,0.7222222222222222,0.9154929577464789,0.8074534161490683,0.8270553553881428,128,128.0,128,1,128,14.210526315789474,0,127,113.78947368421052,3.8355922590017144,0.02721971600112738,0.03297900621934483,0.046810428000753745
15,C,Z,None,0.7719298245614035,0.7368421052631579,0.9859154929577465,0.8433734939759037,0.8725843432689158,128,128.0,128,1,128,13.728070175438596,0,127,114.2719298245614,3.969670077000046,0.02704850300142425,0.03412234173677126,0.05220570600067731
16,C,Z,None,0.7894736842105263,0.7582417582417582,0.971830985915493,0.8518518518518519,0.9043563707828366,128,128.0,128,1,128,13.596491228070175,0,127,114.40350877192982,3.7014950340017094,0.02736350299892365,0.03176582300001061,0.04288270499819191
17,C,Z,None,0.7982456140350878,0.7727272727272727,0.9577464788732394,0.8553459119496856,0.8704552898788076,128,128.0,128,1,128,12.271929824561404,0,127,115.7280701754386,3.849625515998923,0.027935303001868306,0.033119618543966216,0.045413301999360556
