iteration,dataset,model,noise_model,Accuracy,Precision,Recall,F1,ROC AUC,Min number of executions,Avg number of executions,Max number of executions,Classification time[s],Min time per forward pass[s],Avg time per forward pass[s],Max time per forward pass[s]
2,B,Y,Basic,0.6428571428571429,0.5,0.7636363636363637,0.60431654676259,0.7202020202020202,1024,1024.0,1024,6.99483879500076,0.038805600999694434,0.04540617269482594,0.16707710300033796
3,B,Y,Basic,0.6363636363636364,0.49411764705882355,0.7636363636363637,0.6,0.7202020202020202,1024,1024.0,1024,6.901602540001477,0.039838200998929096,0.04480130870121814,0.052744100999916554
4,B,Y,Basic,0.6233766233766234,0.4819277108433735,0.7272727272727273,0.5797101449275363,0.7189164370982553,1024,1024.0,1024,6.952877666000859,0.03970540299997083,0.04513402770132782,0.052360003001012956
5,B,Y,Basic,0.6428571428571429,0.5,0.7818181818181819,0.6099290780141844,0.717447199265381,1024,1024.0,1024,6.93512481200014,0.04001390099983837,0.04501851501297463,0.054709501000616
6,B,Y,Basic,0.6103896103896104,0.47058823529411764,0.7272727272727273,0.5714285714285714,0.7226813590449954,1024,1024.0,1024,7.003194914999767,0.03949050399933185,0.045459254642767746,0.1608772149993456
7,B,Y,Basic,0.6428571428571429,0.5,0.7454545454545455,0.5985401459854015,0.7397612488521579,1024,1024.0,1024,6.820854628000234,0.03901820200007933,0.04427604044147821,0.05400570200072252
8,B,Y,Basic,0.6233766233766234,0.4823529411764706,0.7454545454545455,0.5857142857142857,0.716712580348944,1024,1024.0,1024,6.819015635999676,0.03947910100032459,0.04426472620786638,0.05330860200047027
9,B,Y,Basic,0.6168831168831169,0.47674418604651164,0.7454545454545455,0.5815602836879432,0.7107438016528924,1024,1024.0,1024,6.902037554000344,0.03923520100033784,0.044803597753249144,0.1633893039997929
10,B,Y,Basic,0.6298701298701299,0.4878048780487805,0.7272727272727273,0.583941605839416,0.7259871441689624,1024,1024.0,1024,6.875438986999143,0.03903130000071542,0.04463096614937684,0.057075101000009454
11,B,Y,Basic,0.6363636363636364,0.49382716049382713,0.7272727272727273,0.5882352941176471,0.719742883379247,1024,1024.0,1024,6.891273062999971,0.038680998999552685,0.04473342183771749,0.052660299001217936
12,B,Y,Basic,0.6103896103896104,0.47126436781609193,0.7454545454545455,0.5774647887323944,0.7199265381083563,1024,1024.0,1024,6.964587249998658,0.03897650099861494,0.045209937337740605,0.16598970100130828
13,B,Y,Basic,0.6363636363636364,0.49411764705882355,0.7636363636363637,0.6,0.7366391184573001,1024,1024.0,1024,6.829162760001054,0.03899160000037227,0.04433028220772668,0.05038739999872632
14,B,Y,Basic,0.6168831168831169,0.47674418604651164,0.7454545454545455,0.5815602836879432,0.7080808080808081,1024,1024.0,1024,6.824403967000762,0.03936430000067048,0.04429958485072891,0.053372800000943244
15,B,Y,Basic,0.6168831168831169,0.4772727272727273,0.7636363636363637,0.5874125874125874,0.7074380165289258,1024,1024.0,1024,6.9445701360000385,0.03931860000011511,0.04508013335063359,0.16494430199963972
16,B,Y,Basic,0.6428571428571429,0.5,0.7454545454545455,0.5985401459854015,0.7529843893480257,1024,1024.0,1024,7.014370171000337,0.03942140099934477,0.045532909551857535,0.059719400998801575
17,B,Y,Basic,0.6363636363636364,0.49411764705882355,0.7636363636363637,0.6,0.7366391184573002,1024,1024.0,1024,6.88814282400017,0.03934610100077407,0.04471405600001068,0.05245600000125705
18,B,Y,Basic,0.6558441558441559,0.5116279069767442,0.8,0.624113475177305,0.728833792470156,1024,1024.0,1024,6.82600776199979,0.03900339900064864,0.044309910142760894,0.051021897999817156
19,B,Y,Basic,0.6493506493506493,0.5056179775280899,0.8181818181818182,0.625,0.7104683195592286,1024,1024.0,1024,7.107088222001039,0.03958039999997709,0.04613438650653438,0.16037950099962472
20,B,Y,Basic,0.6363636363636364,0.4942528735632184,0.7818181818181819,0.6056338028169014,0.7303948576675849,1024,1024.0,1024,6.832183209000505,0.0394358999983524,0.044350231227267674,0.05159480000111216
21,B,Y,Basic,0.6363636363636364,0.4939759036144578,0.7454545454545455,0.5942028985507246,0.7378328741965107,1024,1024.0,1024,7.008885016999557,0.039859599999545026,0.04549781634413394,0.16488690099868109
22,B,Y,Basic,0.6363636363636364,0.4939759036144578,0.7454545454545455,0.5942028985507246,0.7198347107438017,1024,1024.0,1024,6.864160725001057,0.039506400000391295,0.04455764886363075,0.052646600001025945
23,B,Y,Basic,0.6493506493506493,0.5061728395061729,0.7454545454545455,0.6029411764705882,0.7287419651056014,1024,1024.0,1024,6.849394931999996,0.03930410100110748,0.04446170020782557,0.051674199999979464
24,B,Y,Basic,0.6363636363636364,0.4942528735632184,0.7818181818181819,0.6056338028169014,0.7258953168044079,1024,1024.0,1024,6.913781438001024,0.0396560999997746,0.04488005868835615,0.05351919999884558
25,B,Y,Basic,0.5909090909090909,0.45555555555555555,0.7454545454545455,0.5655172413793104,0.6884297520661157,1024,1024.0,1024,7.057632940999611,0.03884780099906493,0.0458138528636175,0.17406410100011271
1,B,Z,None,0.6298701298701299,0.48484848484848486,0.5818181818181818,0.5289256198347108,0.6191919191919192,1,3.3506493506493507,32,4.856485811998937,0.00824549999924784,0.03152045981812092,0.28930209999998624
2,B,Z,None,0.6298701298701299,0.48333333333333334,0.5272727272727272,0.5043478260869565,0.6070707070707071,1,3.8896103896103895,29,5.827422776001185,0.008481299999402836,0.03782583945452312,0.28432589799922425
3,B,Z,None,0.6363636363636364,0.49295774647887325,0.6363636363636364,0.5555555555555556,0.6363636363636362,1,3.961038961038961,43,5.785282113998619,0.008702699999048491,0.037552011779163355,0.40371649600092496
4,B,Z,None,0.6168831168831169,0.4722222222222222,0.6181818181818182,0.5354330708661418,0.6171717171717171,1,3.357142857142857,36,4.848365588999513,0.00813809799910814,0.03146797850645684,0.32178802599992196
5,B,Z,None,0.6298701298701299,0.48333333333333334,0.5272727272727272,0.5043478260869565,0.6070707070707071,1,4.077922077922078,50,5.930594077000933,0.008114100000966573,0.038495746603831475,0.46809110200047144
6,B,Z,None,0.5974025974025974,0.4520547945205479,0.6,0.515625,0.5979797979797981,1,3.961038961038961,35,5.780689081999299,0.00818330099900777,0.03752283884425976,0.3244390140007454
7,B,Z,None,0.577922077922078,0.421875,0.4909090909090909,0.453781512605042,0.5585858585858586,1,4.038961038961039,42,5.916102593999312,0.008196700999178574,0.038401389571396514,0.3959237260005466
8,B,Z,None,0.6298701298701299,0.48484848484848486,0.5818181818181818,0.5289256198347108,0.6191919191919192,1,4.038961038961039,50,5.946516767000503,0.008149999999659485,0.038598658876596005,0.47951760300020396
9,B,Z,None,0.5909090909090909,0.43548387096774194,0.4909090909090909,0.46153846153846156,0.5686868686868687,1,3.668831168831169,30,5.40109582399964,0.00840530000095896,0.03505689431173553,0.3386819009992905
10,B,Z,None,0.6623376623376623,0.5223880597014925,0.6363636363636364,0.5737704918032787,0.6565656565656565,1,3.675324675324675,34,5.531912114000079,0.008383899999898858,0.0359057903506609,0.31439270000009856
11,B,Z,None,0.6688311688311688,0.532258064516129,0.6,0.5641025641025641,0.6535353535353535,1,3.6623376623376624,50,5.527660928999467,0.008551800001441734,0.035878744344180244,0.4681601030006277
12,B,Z,None,0.6428571428571429,0.5,0.6545454545454545,0.5669291338582677,0.6454545454545454,1,3.857142857142857,50,5.804986506000205,0.008263900001111324,0.03767977471428609,0.46335550200092257
13,B,Z,None,0.5974025974025974,0.4507042253521127,0.5818181818181818,0.5079365079365079,0.593939393939394,1,4.045454545454546,37,6.0532309980007994,0.00845859999935783,0.03929207401301051,0.3658140989991807
14,B,Z,None,0.5844155844155844,0.4383561643835616,0.5818181818181818,0.5,0.5838383838383838,1,3.909090909090909,50,5.738082414000019,0.00823349999882339,0.037245691649296565,0.46557680099977006
15,B,Z,None,0.6428571428571429,0.5,0.6,0.5454545454545454,0.6333333333333334,1,4.116883116883117,34,6.014522609000778,0.008251499999460066,0.03904048187669341,0.3207788010004151
16,B,Z,None,0.6298701298701299,0.4864864864864865,0.6545454545454545,0.5581395348837209,0.6353535353535353,1,3.668831168831169,45,5.3773288520005735,0.008241800000178046,0.034903084753325375,0.4405513929996232
17,B,Z,None,0.6103896103896104,0.45901639344262296,0.509090909090909,0.4827586206896552,0.5878787878787879,1,4.201298701298701,48,6.118522882999969,0.00817060000008496,0.039716356383256164,0.474228592000145
18,B,Z,None,0.7207792207792207,0.5882352941176471,0.7272727272727273,0.6504065040650406,0.7222222222222222,1,4.162337662337662,30,6.025614829000915,0.008154899998771725,0.03911272161684638,0.28638019199934206
19,B,Z,None,0.6233766233766234,0.4745762711864407,0.509090909090909,0.49122807017543857,0.597979797979798,1,3.175324675324675,19,4.601223666000806,0.008227498999985983,0.02986406146750856,0.19406449499911105
20,B,Z,None,0.6168831168831169,0.4714285714285714,0.6,0.528,0.6131313131313132,1,4.181818181818182,44,6.17903716499859,0.008296399000755628,0.040108667305290724,0.3992907980009477
21,B,Z,None,0.6103896103896104,0.4603174603174603,0.5272727272727272,0.4915254237288136,0.591919191919192,1,3.5259740259740258,47,5.116997074999745,0.00824330000068585,0.03321221217540912,0.4453569979996246
22,B,Z,None,0.6168831168831169,0.4696969696969697,0.5636363636363636,0.512396694214876,0.605050505050505,1,3.331168831168831,50,4.877096848000292,0.008124899999529589,0.03165511459747585,0.46132830699934857
23,B,Z,None,0.7012987012987013,0.5737704918032787,0.6363636363636364,0.603448275862069,0.6868686868686869,1,3.1948051948051948,33,4.815954358000454,0.00840100100140262,0.03125705037668273,0.3296673050008394
24,B,Z,None,0.6623376623376623,0.5223880597014925,0.6363636363636364,0.5737704918032787,0.6565656565656565,1,4.025974025974026,45,5.935803325000961,0.008296800000607618,0.038529177434930395,0.4424333020015183
25,B,Z,None,0.6103896103896104,0.45901639344262296,0.509090909090909,0.4827586206896552,0.5878787878787879,1,3.8376623376623376,45,5.710383071000251,0.008125899999868125,0.03706518942205796,0.440701497000191
1,B,Z,Basic,0.525974025974026,0.39285714285714285,0.6,0.4748201438848921,0.5424242424242425,1,3.7337662337662336,19,25.65213426199989,0.039958900000783615,0.16655609131177768,0.8262336030002189
2,B,Z,Basic,0.5714285714285714,0.4126984126984127,0.4727272727272727,0.4406779661016949,0.5494949494949495,1,3.4935064935064934,16,24.00019891500051,0.03976240100018913,0.1558293143830801,0.7074701090004964
3,B,Z,Basic,0.5454545454545454,0.3972602739726027,0.5272727272727272,0.453125,0.5414141414141413,1,3.7467532467532467,17,25.930917900001077,0.03962420000061684,0.1683659311688348,0.7489604049987975
4,B,Z,Basic,0.5844155844155844,0.44155844155844154,0.6181818181818182,0.5151515151515151,0.591919191919192,1,3.4415584415584415,13,24.01714440700016,0.040867601999707404,0.15593890524029452,0.5775421960006497
5,B,Z,Basic,0.5,0.358974358974359,0.509090909090909,0.42105263157894735,0.502020202020202,1,4.201298701298701,27,31.96269812600076,0.04145840099954512,0.20753159562343182,1.3272054080007365
6,B,Z,Basic,0.4805194805194805,0.3333333333333333,0.45454545454545453,0.38461538461538464,0.47474747474747475,1,3.8896103896103895,17,28.583715710999968,0.041145879000396235,0.18559082604552748,0.7923682900000131
7,B,Z,Basic,0.5714285714285714,0.42028985507246375,0.5272727272727272,0.46774193548387094,0.5616161616161617,1,3.538961038961039,19,26.20070576299986,0.04127399900062301,0.17011686599355677,0.9458501690005505
8,B,Z,Basic,0.551948051948052,0.4186046511627907,0.6545454545454545,0.5106382978723404,0.5747474747474748,1,3.824675324675325,20,30.036410071999853,0.04053559900057735,0.19502374657793836,0.9521937709996564
9,B,Z,Basic,0.525974025974026,0.375,0.4909090909090909,0.4251968503937008,0.5181818181818182,1,3.512987012987013,16,27.022084102000008,0.04222910000135016,0.17544996754535438,0.795260524000696
10,B,Z,Basic,0.538961038961039,0.4,0.5818181818181818,0.4740740740740741,0.5484848484848485,1,3.7012987012987013,23,27.376460450001105,0.04186129900153901,0.17775224058444217,1.0868808709983568
11,B,Z,Basic,0.5974025974025974,0.4533333333333333,0.6181818181818182,0.5230769230769231,0.602020202020202,1,3.909090909090909,23,28.37290289900011,0.040094399999361485,0.18422267791555152,1.0750115840000944
12,B,Z,Basic,0.564935064935065,0.4268292682926829,0.6363636363636364,0.5109489051094891,0.5808080808080809,1,3.603896103896104,25,26.199026607999258,0.04216139900017879,0.1701062792727061,1.1293889799999306
