iteration,dataset,model,noise_model,Accuracy,Precision,Recall,F1,ROC AUC,Min number of executions,Avg number of executions,Max number of executions,Classification time[s],Min time per forward pass[s],Avg time per forward pass[s],Max time per forward pass[s]
15,C,Z,Basic,0.5,0.6129032258064516,0.5352112676056338,0.5714285714285714,0.4885358663609564,1,3.763157894736842,20,20.208309294001083,0.04193869899972924,0.17724896924569053,0.9120450959999289
16,C,Z,Basic,0.5350877192982456,0.6551724137931034,0.5352112676056338,0.5891472868217055,0.5350474942679332,1,3.3421052631578947,12,17.10247268999956,0.04111969999939902,0.1500056121929032,0.5388821970009303
17,C,Z,Basic,0.5701754385964912,0.6527777777777778,0.6619718309859155,0.6573426573426573,0.540288241074353,1,3.5701754385964914,15,18.574946718003048,0.040582101999461884,0.1629214562983594,0.6693828360002954
18,C,Z,Basic,0.5877192982456141,0.6818181818181818,0.6338028169014085,0.656934306569343,0.5727153619390764,1,3.3333333333333335,14,17.215145119997032,0.0396084019994305,0.1509940703509576,0.6391771130001871
19,C,Z,Basic,0.5614035087719298,0.6721311475409836,0.5774647887323944,0.6212121212121212,0.5561742548313136,1,3.710526315789474,15,20.562525207998988,0.03944950100049027,0.18035612726303124,0.9823907379977754
20,C,Z,Basic,0.5175438596491229,0.6379310344827587,0.5211267605633803,0.5736434108527132,0.5163773337700622,1,3.543859649122807,16,18.423942019002425,0.04183950000151526,0.16159677911379908,0.7134539959988615
21,C,Z,Basic,0.5,0.6,0.5915492957746479,0.5957446808510638,0.47019325253848676,1,3.8684210526315788,13,20.381336180998915,0.03964750000159256,0.17876685334228745,0.7116505990015867
22,C,Z,Basic,0.5526315789473685,0.6470588235294118,0.6197183098591549,0.6330935251798561,0.530789387487717,1,3.7719298245614037,23,20.048868256002606,0.04014500100311125,0.17585091452629217,1.0456687129990314
23,C,Z,Basic,0.5877192982456141,0.7068965517241379,0.5774647887323944,0.6356589147286822,0.5910579757615461,1,3.9210526315789473,23,20.044522387001052,0.04148609999901964,0.175813046377299,1.0268404060007015
24,C,Z,Basic,0.5263157894736842,0.6307692307692307,0.5774647887323944,0.6029411764705882,0.5096626269243367,1,3.9649122807017543,19,20.049424927001382,0.03909780000321916,0.175855861640485,0.8529517000024498
25,C,Z,Basic,0.47368421052631576,0.5797101449275363,0.5633802816901409,0.5714285714285714,0.44448083851948905,1,3.8771929824561404,22,19.64187404099721,0.038850600001751445,0.17228154246508334,0.9723114070002339
